No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
3564,DEEP2 33024424,23h33m58.7112s,+00d09m38.869s,353.49463,0.16079694444,G,430660.85969074,1.43653,UUN,55.9057375007925,4,0,0,2,3,0,0,0,0,1
3565,DEEP2 33043365,23h33m57.0552s,+00d18m07.153s,353.48773,0.30198694444,G,285613.174113974,0.952703,SLS,55.9061287250617,6,0,0,2,2,0,0,0,0,1
3566,WISEA J233357.73+002115.8,23h33m57.7377s,+00d21m15.953s,353.4905739994,0.3544316154,G,216225.3103325,0.72125,UUN,55.9097410705254,5,0,27,3,3,4,0,0,0,1
3567,DEEP2 33011041,23h34m06.3360s,+00d00m32.868s,353.5264,0.00913,G,296793.642736607,0.989997029,UUN?,55.9192810158718,4,0,0,2,1,0,0,0,0,1
3568,WISEA J233709.17-003845.9,23h37m09.1726s,-00d38m45.923s,354.2882194,-0.6460898,G,22005.4427489852,0.073402256,SLS,55.9200681077763,13,0,56,7,4,8,0,0,0,1
3569,DEEP2 33011105,23h34m03.8448s,+00d02m46.485s,353.51602,0.04624583333,G,125568.367228248,0.418850988,UUN?,55.9243763726558,4,0,0,2,1,0,0,0,0,1
3570,DEEP2 33018044,23h34m01.7640s,+00d04m55.455s,353.50735,0.08207083333,G,294382.403302932,0.981954,SLS,55.9407290721371,4,0,0,2,3,0,0,0,0,1
3573,DEEP2 33011116,23h34m04.4760s,+00d02m03.199s,353.51865,0.03422194444,G,416375.74906704,1.38888,UUN,55.9547020314917,5,0,0,2,3,0,0,0,0,1
3575,SDSS J234020.38+005547.6,23h40m20.3801s,+00d55m47.693s,355.0849172064,0.9299149255,G,40352.0648468,0.1346,SLS,55.9611613909308,2,0,15,1,1,4,0,0,0,1
3576,DEEP2 33043489,23h33m56.7984s,+00d18m13.017s,353.48666,0.30361583333,G,286039.778781708,0.954126,SLS,55.9730382080591,5,0,0,2,3,0,0,0,0,1
3577,DEEP2 33018110,23h34m03.0240s,+00d03m22.456s,353.5126,0.05623777778,G,330596.1330595,1.10275,UUN,55.9785512597641,5,0,0,2,3,0,0,0,0,1
3578,SDSS J233959.41-002719.7,23h39m59.4168s,-00d27m19.735s,354.9975702227,-0.4554820864,G,254571.76363528,0.84916,SLS,55.983156803885,2,0,19,2,1,4,0,0,0,1
3579,WISEA J233909.16-003449.2,23h39m09.1607s,-00d34m49.282s,354.7881696,-0.5803562,*,2.39833965800415,7.99999998e-06,SLS,55.9851094685648,0,0,23,3,1,4,0,0,0,1
3580,DEEP2 33017944,23h34m00.4992s,+00d06m16.333s,353.50208,0.10453694444,G,56506.9789324988,0.188486993,UUN?,55.9857081583101,4,0,0,2,1,0,0,0,0,1
3582,DEEP2 33049340,23h33m57.4512s,+00d21m23.799s,353.48938,0.35661083333,G,246297.195599531,0.821559012,SLS,55.9921738560289,5,0,0,2,3,0,0,0,0,1
3583,DEEP2 33011152,23h34m05.6976s,+00d00m43.394s,353.52374,0.01205388889,G,377558.6216052,1.2594,SLS,56.0222092521724,5,0,0,2,3,0,0,0,0,1
3584,SDSS J234031.97-001929.7,23h40m31.9764s,-00d19m29.746s,355.1332351406,-0.3249296325,G,120720.42698744,0.40268,SLS,56.0223702054751,2,0,19,2,1,4,0,0,0,1
3585,GALEXMSC J233356.95+001945.9,23h33m56.8440s,+00d19m45.516s,353.48685,0.32931,G,37091.222281134,0.123723,SLS,56.027317451651,4,0,4,3,3,0,0,0,0,1
3587,WISEA J233740.31-003925.9,23h37m40.3109s,-00d39m25.957s,354.4179623,-0.6572103,G,36550.4266661478,0.1219191,SLS,56.0326645493091,1,0,21,5,1,0,0,0,0,1
3588,WISEA J233526.20+010127.5,23h35m26.2075s,+01d01m27.535s,353.8591983,1.0243153,G,17167.501186236,0.05726462,SLS,56.0445644017149,13,0,71,9,5,10,0,0,1,1
3589,DEEP2 33043559,23h33m56.7840s,+00d20m04.149s,353.4866,0.33448583333,G,322789.534455255,1.07670999,UUN?,56.0606399265792,5,0,0,2,1,0,0,0,0,1
3590,DEEP2 33030435,23h33m56.7264s,+00d13m05.545s,353.48636,0.21820694444,G,177098.492764659,0.590736985,UUN?,56.0776764646368,4,0,0,2,1,0,0,0,0,1
3591,WISEA J234117.42+000213.0,23h41m17.4262s,+00d02m13.084s,355.3226092,0.036968,G,55829.6809161586,0.18622777,SLS,56.0817620775293,22,0,65,12,8,8,1,1,0,1
3592,WISEA J234015.03+005717.5,23h40m15.0310s,+00d57m17.503s,355.0626293,0.9548621,G,35082.9395863132,0.11702409,SLS,56.0908752989812,5,0,51,7,1,6,0,0,1,1
3593,WISEA J233532.76+010242.5,23h35m32.7635s,+01d02m42.510s,353.8865149,1.0451419,G,24916.0000121201,0.08311083,SLS,56.1001609301075,13,0,66,6,3,10,0,0,1,1
3594,WISEA J233958.78-002736.1,23h39m58.7854s,-00d27m36.181s,354.9949394,-0.4600504,QSO,184799.625881142,0.6164252,SLS,56.1011530148068,20,0,26,7,11,4,0,0,0,2
3595,DEEP2 33043516,23h33m56.1912s,+00d16m56.150s,353.48413,0.28226388889,G,221034.578545396,0.737291992,UUN?,56.102533773055,4,0,0,2,1,0,0,0,0,1
3596,SDSS J233357.19+001116.2,23h33m57.1974s,+00d11m16.240s,353.4883227569,0.1878444702,G,25891.8747680846,0.0863659978,SLS,56.1038575531599,5,0,23,4,3,4,0,0,0,1
3597,SDSS J234124.71+001932.7,23h41m24.7138s,+00d19m32.766s,355.3529744026,0.3257685842,G,112080.40834788,0.37386,SLS,56.1050967568365,2,0,19,2,1,4,0,0,0,1
3599,WISEA J233431.30+004646.8,23h34m31.3241s,+00d46m46.948s,353.63051708333,0.77970777778,G,232111.31268192,0.77424,SLS,56.123628235901,2,0,19,4,1,0,0,0,0,1
3600,DEEP2 33011173,23h34m06.4008s,-00d00m12.596s,353.52667,-0.00349888889,G,22398.9945187644,0.0747150034,UUN?,56.1260411868046,4,0,0,2,1,0,0,0,0,1
3603,WISEA J234125.12+001549.7,23h41m25.1289s,+00d15m49.793s,355.3547038,0.2638314,QSO,296167.96718278,0.98791,SLS,56.1368901467266,25,0,25,11,13,4,0,0,0,1
3605,WISEA J234020.42+005602.4,23h40m20.4218s,+00d56m02.459s,355.0850912,0.9340166,G,106463.388929507,0.35512364,SLS,56.1412194382164,4,0,33,6,3,4,0,0,0,1
3607,WISEA J233406.89+003353.6,23h34m06.8904s,+00d33m53.618s,353.52871,0.5648941,G,176227.00058614,0.58783,SLS,56.1551142911607,2,0,27,2,1,4,0,0,0,1
3608,WISEA J233356.45+002032.4,23h33m56.4696s,+00d20m30.912s,353.48529,0.34192,G,346218.31804588,1.15486,SLS,56.168396581627,4,0,12,3,3,0,0,0,0,1
3609,WISEA J233715.24-003912.1,23h37m15.2376s,-00d39m12.631s,354.31349,-0.6535086,G,106955.606174599,0.3567655,SLS,56.1695249360619,1,0,35,5,1,4,0,0,0,1
3610,SDSS J234057.26-001033.7,23h40m57.2660s,-00d10m33.756s,355.2386086635,-0.1760434646,G,120126.8379206,0.4007,SLS,56.1706318966875,2,0,19,2,1,4,0,0,0,1
3611,WISEA J233615.92+010838.2,23h36m15.9298s,+01d08m38.216s,354.0663742,1.143949,QSO,161730.656196533,0.5394754,SLS,56.1767801639557,22,0,27,10,13,4,0,0,0,1
3612,WISEA J234020.84+005559.9,23h40m20.8420s,+00d55m59.922s,355.0868417,0.9333117,QSO,182051.128626198,0.6072572,SLS,56.1863450350216,35,0,55,13,21,8,0,1,0,1
3613,DEEP2 33043543,23h33m55.9272s,+00d18m20.185s,353.48303,0.30560694444,G,232274.694175266,0.774784982,UUN?,56.1943045103262,5,0,0,2,1,0,0,0,0,1
3614,WISEA J233659.48-003838.8,23h36m59.4821s,-00d38m38.845s,354.2478423,-0.6441237,G,34637.8766969402,0.11553952,SLS,56.1955650310689,1,0,36,6,1,4,0,0,0,1
3615,DEEP2 33049427,23h33m56.3880s,+00d20m40.164s,353.48495,0.34449,G,363225.559177843,1.21159005,SLS,56.1996947451037,4,0,0,2,3,0,0,0,0,1
3617,WISEA J233624.74-003619.2,23h36m24.7412s,-00d36m19.269s,354.1030885,-0.6053526,G,13301.5725129657,0.04436927,SLS,56.2165278311474,5,0,34,5,1,4,0,0,0,1
3618,WISEA J234121.08+002741.0,23h41m21.0864s,+00d27m41.004s,355.33786,0.46139,G,25312.3331364076,0.084432855,SLS,56.2236988128736,1,0,36,6,1,4,0,0,0,1
3619,WISEA J233357.82+000852.9,23h33m57.8184s,+00d08m53.275s,353.49091,0.14813194444,G,261287.715478566,0.871562004,SLS,56.226412247024,4,0,12,3,3,0,0,0,0,1
3621,DEEP2 33024439,23h33m57.6048s,+00d09m09.572s,353.49002,0.15265888889,G,273562.11688729,0.912505,SLS,56.2427236153522,5,0,0,2,3,0,0,0,0,1
3622,WISEA J233355.89+001926.0,23h33m55.8696s,+00d19m26.544s,353.48279,0.32404,G,306094.110456783,1.02102005,UUN?,56.2536790756713,4,0,12,3,1,0,0,0,0,1
3623,WISEA J233737.92-003939.0,23h37m37.9237s,-00d39m39.006s,354.4080158,-0.6608352,G,51675.8075828285,0.17237194,SLS,56.2540905687949,1,0,32,5,1,4,0,0,0,1
3624,DEEP2 33011425,23h34m03.2520s,+00d02m01.831s,353.51355,0.03384194444,G,262415.233114349,0.875322998,SLS,56.2561363700899,5,0,0,2,3,0,0,0,0,1
3625,WISEA J234125.62+001634.3,23h41m25.6280s,+00d16m34.320s,355.3567836,0.2762001,G,47599.1068240367,0.15877353,SLS,56.2563721911301,1,0,41,7,1,4,0,0,0,1
3626,DEEP2 33100948,23h33m55.8168s,+00d19m34.928s,353.48257,0.32636888889,G,301237.45764756,1.00482,UUN,56.2740877546707,4,0,0,2,3,0,0,0,0,1
3628,DEEP2 33036932,23h33m55.4736s,+00d16m34.168s,353.48114,0.27615777778,G,325082.94975688,1.08436,UUN,56.280949322625,5,0,0,2,3,0,0,0,0,1
3629,WISEA J233403.16+000200.4,23h34m03.1660s,+00d02m00.481s,353.5131917,0.0334671,G,261857.022555478,0.873461008,SLS,56.2827281994266,6,0,12,3,3,0,0,0,0,1
3630,WISEA J233556.79+010633.2,23h35m56.7962s,+01d06m33.219s,353.9866512,1.1092275,G,26157.6504354187,0.08725253,SLS,56.2912715638559,7,0,47,7,3,6,1,0,1,1
3631,WISEA J234116.22+000021.1,23h41m16.2224s,+00d00m21.155s,355.3175937,0.0058765,G,52510.1659685375,0.17515506,SLS,56.3007261924253,1,0,21,5,1,0,0,0,0,1
3632,WISEA J233458.53+005542.1,23h34m58.5307s,+00d55m42.130s,353.7438783,0.9283697,G,222086.2528864,0.7408,SLS,56.3065967481673,2,0,31,3,1,4,0,0,0,1
3633,DEEP2 33049156,23h33m56.1768s,+00d21m21.931s,353.48407,0.35609194444,*,651.449017229849,0.00217300002,UUN?,56.3069623382531,4,0,0,2,1,0,0,0,0,1
3634,DEEP2 33049271,23h33m56.3160s,+00d21m47.840s,353.48465,0.36328888889,G,230828.20096168,0.76996,UUN,56.3104804750452,6,0,0,2,3,0,0,0,0,1
3635,WISEA J234123.85+002405.4,23h41m23.8541s,+00d24m05.444s,355.3493922,0.4015123,G,230495.970959724,0.7688518,SLS,56.3129790899725,3,0,27,5,3,4,0,0,0,2
3636,WISEA J233355.62+001410.6,23h33m55.5480s,+00d14m11.310s,353.48145,0.236475,G,244943.329261694,0.817043,SLS,56.3140874324606,4,0,12,3,3,0,0,0,0,1
3637,DEEP2 33043317,23h33m55.7088s,+00d19m55.686s,353.48212,0.332135,G,264416.947956,0.882,SLS,56.3204187664299,4,0,0,2,3,0,0,0,0,1
3638,SDSS J233459.50-002246.4,23h34m59.5076s,-00d22m46.413s,353.7479485342,-0.379559305,G,572870.41006762,1.91089,SLS,56.3221035021337,7,0,9,3,3,4,0,0,0,1
3639,DEEP2 33024474,23h33m58.4472s,+00d07m04.285s,353.49353,0.11785694444,G,231759.351539549,0.773065984,SLS,56.3493263273326,5,0,0,2,3,0,0,0,0,1
3640,DEEP2 33036849,23h33m55.1736s,+00d16m51.751s,353.47989,0.28104194444,G,250543.447280662,0.835722983,SLS,56.3565399375031,5,0,0,2,3,0,0,0,0,1
3642,WISEA J233816.51-003902.6,23h38m16.5105s,-00d39m02.668s,354.568794,-0.6507411,*,9.36244861169729,3.1229767e-05,SLS,56.3640139196009,0,0,23,4,1,4,0,0,0,1
3644,WISEA J233403.08+000145.8,23h34m03.0696s,+00d01m46.102s,353.51279,0.02947277778,G,278129.45498492,0.92774,UUN,56.3685940719443,4,0,12,3,3,0,0,0,0,1
3647,DEEP2 33018106,23h34m01.1928s,+00d03m34.275s,353.50497,0.05952083333,G,425633.337172155,1.41975999,UUN?,56.3776405296898,4,0,0,2,1,0,0,0,0,1
3648,WISEA J233736.73+011258.2,23h37m36.7354s,+01d12m58.274s,354.4030643,1.2161874,G,17153.3440869918,0.057217397,SLS,56.3795210862815,7,0,52,8,3,6,0,0,1,1
3650,WISEA J233647.16+011123.4,23h36m47.1615s,+01d11m23.435s,354.1965064,1.1898431,G,25568.6553882051,0.085287854,SLS,56.3955188117173,7,0,47,7,3,6,1,0,1,1
3651,WISEA J233510.31+005839.6,23h35m10.3159s,+00d58m39.629s,353.7929831,0.9776748,G,47745.7712903395,0.15926275,SLS,56.3957330326912,1,0,42,7,1,4,0,0,0,1
3653,SDSS J233355.00+001709.7,23h33m55.0024s,+00d17m09.794s,353.4791767483,0.2860539826,G,242717.070468586,0.809617,SLS,56.401523389314,4,0,18,3,3,4,0,0,0,1
3654,WISEA J233830.82+011135.2,23h38m30.8204s,+01d11m35.221s,354.6284187,1.1931171,*,18.5868943607883,6.1999206e-05,SLS,56.4019053639004,0,0,23,4,1,4,0,0,0,1
3655,DEEP2 33011179,23h34m01.4880s,+00d03m04.460s,353.5062,0.05123888889,G,293080.10486538,0.97761,SLS,56.4229037020193,5,0,0,2,2,0,0,0,0,1
3656,DEEP2 33030579,23h33m55.5024s,+00d12m28.152s,353.48126,0.20782,G,78396.3267523311,0.261501998,UUN?,56.4252971919687,4,0,0,2,1,0,0,0,0,1
3657,DEEP2 33011287,23h34m01.5600s,+00d02m58.797s,353.5065,0.04966583333,G,260356.558904848,0.868456,SLS,56.4281373170741,5,0,0,2,3,0,0,0,0,1
3658,WISEA J233355.42+002036.5,23h33m55.4520s,+00d20m37.046s,353.48105,0.34362388889,G,295866.975554948,0.986906,SLS,56.4293584502377,4,0,12,3,3,0,0,0,0,1
3660,WISEA J233409.92-000340.3,23h34m09.9270s,-00d03m40.397s,353.5413625,-0.0612214,G,108159.902457631,0.3607826,SLS,56.435204741925,2,0,27,3,1,4,0,0,0,1
3664,WISEA J233511.11+005852.8,23h35m11.0911s,+00d58m54.580s,353.79621291667,0.98182777778,G,182615.57786612,0.60914,SLS,56.4533294704497,2,0,12,2,1,0,0,0,0,1
3665,DEEP2 33036511,23h33m54.8064s,+00d15m41.277s,353.47836,0.26146583333,G,188338.608694321,0.628229976,SLS,56.4551410883656,4,0,0,2,3,0,0,0,0,1
3666,DEEP2 33043359,23h33m54.8736s,+00d18m19.695s,353.47864,0.30547083333,G,416999.31737968,1.39096,UUN,56.4573256758936,4,0,0,2,3,0,0,0,0,1
3667,SDSS J234032.58-002000.8,23h40m32.5898s,-00d20m00.898s,355.1357910219,-0.3335828326,G,198816.36229644,0.66318,SLS,56.4749511899236,2,0,19,2,1,3,0,0,0,1
3668,DEEP2 33030824,23h33m56.0808s,+00d10m21.003s,353.48367,0.17250083333,G,167353.746112388,0.558232009,UUN?,56.4762480956796,4,0,0,2,1,0,0,0,0,1
3669,DEEP2 33017837,23h33m59.1504s,+00d05m25.522s,353.49646,0.09042277778,G,214641.506776886,0.715967,SLS,56.4786080496643,4,0,0,2,3,0,0,0,0,1
3670,WISEA J234055.35-001204.4,23h40m55.3527s,-00d12m04.450s,355.2306364,-0.2012363,G,55609.0636463165,0.18549187,SLS,56.5042773741113,4,0,57,10,6,8,0,0,0,3
3671,DEEP2 33024499,23h33m56.3664s,+00d09m29.898s,353.48486,0.158305,G,271839.80921608,0.90676,UUN,56.5060307125634,4,0,0,2,3,0,0,0,0,1
3672,SDSS J233950.10+010255.2,23h39m50.1078s,+01d02m55.241s,354.9587828637,1.0486781146,G,61634.33144022,0.20559,SLS,56.5129942237141,2,0,23,3,1,4,0,0,0,1
3673,WISEA J233414.17+003938.3,23h34m14.1721s,+00d39m38.348s,353.5590505535,0.6606522963,G,134657.77835986,0.44917,SLS,56.5145319331357,2,0,31,3,1,4,0,0,0,1
3675,DEEP2 33024530,23h33m56.0880s,+00d09m53.787s,353.4837,0.16494083333,G,391016.30504482,1.30429,UUN,56.5264692934984,5,0,0,2,3,0,0,0,0,1
3676,DEEP2 33036712,23h33m54.6600s,+00d14m19.093s,353.47775,0.23863694444,G,392146.52261148,1.30806,UUN,56.5304932846825,5,0,0,2,3,0,0,0,0,1
3678,WISEA J233632.18-003717.6,23h36m32.1822s,-00d37m17.679s,354.1340927,-0.6215776,*,46.7278409888234,0.0001558673,SLS,56.5436730393018,0,0,23,4,1,4,0,0,0,1
3680,DEEP2 33030553,23h33m54.7848s,+00d13m11.330s,353.47827,0.21981388889,G,177197.129879605,0.591066003,UUN?,56.5562291237474,5,0,0,2,1,0,0,0,0,1
3681,SDSS J234118.02+000058.2,23h41m18.0260s,+00d00m58.204s,355.325108696,0.0161678122,G,192862.48408056,0.64332,SLS,56.5588389014544,3,0,19,3,1,4,0,0,0,1
3682,DEEP2 33024503,23h33m56.3088s,+00d09m11.876s,353.48462,0.15329888889,G,276429.63174806,0.92207,UUN,56.5588504165543,4,0,0,2,3,0,0,0,0,1
3683,DEEP2 33011484,23h34m01.4712s,+00d02m30.735s,353.50613,0.04187083333,G,258092.233964385,0.860903025,SLS,56.5643554500789,4,0,0,2,3,0,0,0,0,1
3684,DEEP2 33036927,23h33m54.3456s,+00d15m18.162s,353.47644,0.255045,G,237456.907503631,0.792070985,UUN?,56.5778618910689,4,0,0,2,1,0,0,0,0,1
3687,DEEP2 33043435,23h33m54.2880s,+00d17m21.616s,353.4762,0.28933777778,G,172201.0939633,0.574401021,UUN?,56.5824135799319,4,0,0,2,1,0,0,0,0,1
3688,SDSS J233733.98-003957.6,23h37m33.9821s,-00d39m57.620s,354.391592169,-0.666005691,G,87680.30019126,0.29247,SLS,56.5845330941359,2,0,15,1,1,4,0,0,0,1
3689,DEEP2 33011513,23h34m01.0032s,+00d02m52.504s,353.50418,0.04791777778,G,413533.719563125,1.37940001,SLS,56.5885795017959,4,0,0,2,3,0,0,0,0,1
3691,SDSS J233713.45-003935.7,23h37m13.4549s,-00d39m35.717s,354.3060624773,-0.6599214143,G,59646.70744368,0.19896,SLS,56.6035480193067,2,0,23,3,1,4,0,0,0,1
3693,DEEP2 33011549,23h34m03.1872s,+00d00m47.098s,353.51328,0.01308277778,G,414094.32846166,1.38127,UUN,56.6070763648119,4,0,0,2,3,0,0,0,0,1
3694,WISEA J233400.29+000328.9,23h34m00.3000s,+00d03m29.491s,353.50125,0.05819194444,G,283648.6341367,0.94615,UUN,56.6132311501593,5,0,12,3,3,0,0,0,0,1
3695,WISEA J233356.23+000852.1,23h33m56.1912s,+00d08m53.160s,353.48413,0.1481,G,394146.153295963,1.31473005,UUN?,56.6296532128575,8,0,29,7,1,0,0,0,0,1
3696,DEEP2 33024274,23h33m56.7552s,+00d07m54.973s,353.48648,0.13193694444,*,733.292352268,0.002446,UUN?,56.6305753694209,4,0,0,2,1,0,0,0,0,1
3697,DEEP2 33049355,23h33m54.6888s,+00d20m48.386s,353.47787,0.34677388889,G,402135.60731204,1.34138,UUN?,56.6333886386714,5,0,0,2,1,0,0,0,0,1
3698,SDSS J233354.65+001216.1,23h33m54.6582s,+00d12m16.167s,353.4777427588,0.2044909325,G,122774.00532474,0.40953,SLS,56.6506910072138,2,0,23,3,1,4,0,0,0,1
3700,DEEP2 33024576,23h33m56.8128s,+00d07m39.824s,353.48672,0.12772888889,G,381189.10827158,1.27151,SLS,56.6556272506997,4,0,0,2,3,0,0,0,0,1
3701,SDSS J233714.68-003941.2,23h37m14.6928s,-00d39m41.255s,354.31122,-0.66145985,G,59715.8275927965,0.19919056,SLS,56.6589831563134,2,0,24,6,2,4,0,0,0,1
3702,DEEP2 33043280,23h33m54.0744s,+00d18m33.616s,353.47531,0.30933777778,G,425354.545175838,1.41883004,SLS,56.6645718199766,5,0,0,2,3,0,0,0,0,1
3704,WISEA J233353.94+001602.3,23h33m53.9496s,+00d16m02.902s,353.47479,0.26747277778,G,285987.0153091,0.95395,UUN,56.6646422546165,4,0,12,3,3,0,0,0,0,1
3705,DEEP2 33049398,23h33m55.0344s,+00d22m14.023s,353.47931,0.37056194444,*,28.1804918614396,9.40000027e-05,SLS,56.671210924175,5,0,0,2,1,0,0,0,0,1
3707,DEEP2 33049385,23h33m54.7560s,+00d21m31.867s,353.47815,0.35885194444,G,227944.190020909,0.760339975,UUN?,56.6750508009585,4,0,0,2,1,0,0,0,0,1
3708,WISEA J233545.62-003214.9,23h35m45.6292s,-00d32m14.990s,353.9401219,-0.5374974,G,22850.6368332962,0.07622152,SLS,56.6783101532352,17,0,79,9,6,10,1,0,1,1
3710,WISEA J233713.83-003941.4,23h37m13.8347s,-00d39m41.489s,354.3076447,-0.6615249,*,12.2095236226808,4.0726587e-05,SLS,56.6877806041287,0,0,23,4,1,4,0,0,0,1
3711,WISEA J233354.61+001154.3,23h33m54.6151s,+00d11m54.333s,353.4775629,0.1984259,G,187109.46681154,0.62413,SLS,56.6904362470955,2,0,27,2,1,4,0,0,0,1
3712,WISEA J234017.19+005736.7,23h40m17.1961s,+00d57m36.734s,355.0716508,0.960204,G,40503.8497682854,0.1351063,SLS,56.6961671353566,12,0,67,9,7,10,1,0,1,1
3713,SDSS J233943.13-003106.5,23h39m43.1380s,-00d31m06.515s,354.9297418803,-0.5184766506,G,116595.28276536,0.38892,SLS,56.6971321809532,2,0,15,1,1,4,0,0,0,1
3716,WISEA J233519.64+010102.2,23h35m19.6404s,+01d01m02.247s,353.8318352,1.017291,G,26366.3464581686,0.087948665,SLS,56.7129759707577,1,0,36,6,1,4,0,0,0,1
3717,WISEA J233900.53-003629.2,23h39m00.5311s,-00d36m29.279s,354.7522131,-0.6081331,*,38.20066123253,0.00012742369,SLS,56.7242000622573,0,0,22,6,3,4,0,0,0,2
3718,WISEA J233501.71+005706.4,23h35m01.7143s,+00d57m06.468s,353.7571431,0.9517969,G,26061.2506715865,0.086930975,SLS,56.7315946021207,22,0,69,10,8,10,0,0,2,1
3720,WISEA J234050.70+004738.0,23h40m50.7062s,+00d47m38.097s,355.2112761,0.7939159,*,41.779883388592,0.00013936269,SLS,56.7602918618166,0,0,23,4,1,4,0,0,0,1
3721,DEEP2 33011239,23h34m02.5416s,+00d00m45.248s,353.51059,0.01256888889,G,271154.775654946,0.904474974,SLS,56.7706655837945,4,0,0,2,3,0,0,0,0,1
3723,WISEA J233930.97+010613.3,23h39m30.9710s,+01d06m13.387s,354.879046,1.1037188,G,28760.7633378556,0.09593558,SLS,56.7775638960589,2,0,21,5,1,0,0,0,0,1
3724,DEEP2 33030419,23h33m54.6816s,+00d10m42.261s,353.47784,0.17840583333,G,421646.10047868,1.40646,UUN,56.7860225918675,4,0,0,2,3,0,0,0,0,1
3725,DEEP2 33049194,23h33m54.3960s,+00d21m46.353s,353.47665,0.36287583333,G,231044.05153144,0.77068,UUN,56.7861797038421,6,0,0,2,3,0,0,0,0,1
3726,DEEP2 33037021,23h33m53.7000s,+00d13m48.090s,353.47375,0.230025,G,261274.831897683,0.871519029,SLS,56.793429926668,6,0,0,2,3,0,0,0,0,1
3727,DEEP2 33024510,23h33m55.8096s,+00d08m21.274s,353.48254,0.13924277778,G,317084.48697744,1.05768,SLS,56.7988894984078,4,0,0,2,3,0,0,0,0,1
3729,DEEP2 33030751,23h33m53.6784s,+00d13m24.744s,353.47366,0.22354,G,261484.97771676,0.87222,UUN,56.8193371041052,5,0,0,2,3,0,0,0,0,1
3730,WISEA J234016.14-002449.7,23h40m16.1467s,-00d24m49.735s,355.067278,-0.4138154,G,98181.730202542,0.327499,SLS,56.8199741773192,2,0,27,3,1,4,0,0,0,1
3731,WISEA J233400.69+000213.4,23h34m00.6888s,+00d02m14.128s,353.50287,0.03725777778,G,302112.857620769,1.00774002,SLS,56.8231536215867,5,0,12,3,3,0,0,0,0,1
3732,DEEP2 33043148,23h33m53.4312s,+00d18m37.328s,353.47263,0.31036888889,G,298002.69702574,0.99403,UUN,56.8274388898411,4,0,0,2,3,0,0,0,0,1
3734,DEEP2 33024589,23h33m56.5800s,+00d06m54.126s,353.48575,0.115035,G,274637.172641678,0.916091,SLS,56.8381043934382,5,0,0,2,3,0,0,0,0,1
3735,DEEP2 33030271,23h33m54.2064s,+00d11m19.518s,353.47586,0.188755,G,272034.67431378,0.90741,UUN,56.8431826695022,5,0,0,2,3,0,0,0,0,1
3736,WISEA J233528.04+010248.2,23h35m28.0477s,+01d02m48.219s,353.8668655,1.0467277,G,25162.3226864811,0.083932474,SLS,56.8572494227356,17,0,55,8,7,6,1,0,1,1
3739,WISEA J233435.80-001633.0,23h34m35.8008s,-00d16m32.937s,353.64917,-0.275816,*,2.6302405223764,8.773538e-06,SLS,56.8617460017926,0,0,17,3,1,4,0,0,0,1
3741,SDSS J234117.95-000011.7,23h41m17.9521s,-00d00m11.740s,355.3248005436,-0.0032611324,G,193003.38653582,0.64379,SLS,56.8743703436424,3,0,22,4,1,4,0,0,0,1
3742,WISEA J233357.87+000501.2,23h33m57.8544s,+00d05m02.000s,353.49106,0.08388888889,G,102848.896190761,0.34306699,UUN?,56.8746767054314,5,0,12,3,1,0,0,0,0,1
3743,GALEXMSC J233402.18+000042.4,23h34m02.1600s,+00d00m42.069s,353.509,0.01168583333,G,286202.86587886,0.95467,UUN,56.8770682571024,4,0,4,3,3,0,0,0,0,1
3744,DEEP2 33024524,23h33m56.5368s,+00d06m40.813s,353.48557,0.11133694444,G,127313.161132563,0.424670994,UUN?,56.8870226880805,4,0,0,2,1,0,0,0,0,1
3745,WISEA J233546.68+010550.8,23h35m46.6850s,+01d05m50.835s,353.944521,1.0974542,G,24629.4505861598,0.082155004,SLS,56.8876062515617,8,0,72,8,4,10,0,0,1,1
3747,DEEP2 33043459,23h33m53.2920s,+00d19m32.314s,353.47205,0.32564277778,G,311025.68140126,1.03747,SLS,56.902137347117,4,0,0,2,3,0,0,0,0,1
3748,WISEA J233358.03+000440.5,23h33m58.0224s,+00d04m41.098s,353.49176,0.07808277778,G,261568.919605,0.8725,SLS,56.9054834794137,4,0,12,3,3,0,0,0,0,1
3749,WISEA J233355.89+000720.2,23h33m55.9200s,+00d07m20.557s,353.483,0.12237694444,G,261358.173001837,0.871797025,SLS,56.9273873352149,4,0,16,4,3,0,0,0,0,1
3750,SDSS J233715.20+011310.9,23h37m15.2041s,+01d13m10.923s,354.313350535,1.2197009038,G,94734.416728,0.316,SLS,56.9370742521085,2,0,15,1,1,4,0,0,0,1
3752,SDSS J233437.42+005026.3,23h34m37.4256s,+00d50m26.367s,353.65594,0.8406577,*,1012.10578374585,0.0033760215,SLS,56.9380920099584,0,0,5,2,1,4,0,0,0,1
3754,DEEP2 33018039,23h33m57.0120s,+00d05m36.546s,353.48755,0.093485,G,358593.765701743,1.19614005,SLS,56.966997293546,4,0,0,2,3,0,0,0,0,1
3755,DEEP2 33017891,23h33m56.4624s,+00d06m09.846s,353.48526,0.102735,G,415446.39244724,1.38578,UUN,56.9975851398568,4,0,0,2,3,0,0,0,0,1
