No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
64959,WISEA J233518.26+005938.2,23h35m18.2636s,+00d59m38.282s,353.8260985,0.9939673,IrS,,,,55.8419887115932,0,0,12,1,0,0,0,0,0,0
64960,SDSS J234047.05+004721.1,23h40m47.0561s,+00d47m21.155s,355.1960673461,0.7892098452,G,,,,55.84253348796,0,0,19,2,0,4,0,0,0,0
64961,SDSS J233835.77+011042.7,23h38m35.7732s,+01d10m42.793s,354.6490550624,1.1785537134,G,,,,55.8431880679925,0,0,15,1,0,4,0,0,0,0
64962,WISEA J233708.50+011151.9,23h37m08.5095s,+01d11m51.941s,354.2854565,1.1977614,IrS,,,,55.8448389532693,0,0,12,1,0,0,0,0,0,0
64963,SDSS J233400.43+002603.1,23h34m00.4380s,+00d26m03.103s,353.5018250211,0.4341954669,*,,,,55.8450780233784,0,0,5,1,0,4,0,0,0,0
64964,WISEA J234114.27+000018.1,23h41m14.2564s,+00d00m18.045s,355.3094019156,0.0050126814,G,,,,55.8454178980715,0,0,27,2,0,4,0,0,0,0
64965,SDSS J233406.74+000027.6,23h34m06.7471s,+00d00m27.609s,353.5281132293,0.007669286,G,,,,55.8460890225005,0,0,15,1,0,4,0,0,0,0
64966,GALEXMSC J234044.41+004820.3,23h40m44.4117s,+00d48m20.375s,355.185049020005,0.805659752577669,UvS,,,,55.8468538248558,0,0,4,1,0,0,0,0,0,0
64967,WISEA J234048.32-001340.4,23h40m48.3210s,-00d13m40.427s,355.2013377,-0.2278964,IrS,,,,55.8474458486195,0,0,12,1,0,0,0,0,0,0
64968,WISEA J233551.01+010516.0,23h35m51.0184s,+01d05m16.086s,353.962577,1.0878019,IrS,,,,55.8477666792908,0,0,12,1,0,0,0,0,0,0
64969,WISEA J233707.65+011150.8,23h37m07.6896s,+01d11m50.340s,354.2820400639,1.1973166881,G,,,,55.8482580172007,0,0,31,3,0,4,0,0,0,0
64970,WISEA J233704.65+011143.2,23h37m04.6514s,+01d11m43.260s,354.2693809,1.1953502,*,,,,55.8487213023667,0,0,23,3,0,4,0,0,0,0
64971,SDSS J234113.99+003307.5,23h41m13.9997s,+00d33m07.549s,355.3083320892,0.5520971814,G,,,,55.8494736202602,0,0,15,1,0,4,0,0,0,0
64972,WISEA J233933.47-003135.8,23h39m33.4712s,-00d31m35.877s,354.8894634,-0.5266327,IrS,,,,55.8504374091089,0,0,12,1,0,0,0,0,0,0
64973,SDSS J233828.40+011109.4,23h38m28.4089s,+01d11m09.430s,354.6183705626,1.1859528851,G,,,,55.8508271838016,0,0,19,2,0,4,0,0,0,0
64974,WISEA J234059.23+004209.8,23h40m59.2353s,+00d42m09.833s,355.2468139,0.7027316,IrS,,,,55.8508861886746,0,0,12,1,0,0,0,0,0,0
64975,SDSS J233649.00-003744.5,23h36m49.0081s,-00d37m44.531s,354.2042005144,-0.6290364907,G,,,,55.8518216117526,0,0,15,1,0,3,0,0,0,0
64976,SDSS J234048.99+004637.3,23h40m48.9942s,+00d46m37.368s,355.2041426307,0.7770467786,G,,,,55.8519633422525,0,0,15,1,0,3,0,0,0,0
64977,WISEA J233826.58+011115.7,23h38m26.6187s,+01d11m15.286s,354.6109114908,1.1875796687,G,,,,55.8522927609906,0,0,31,3,0,4,0,0,0,0
